# Registry dump
# Registry: minecraft:item
# Minecraft: 1.21.1
# Entries: 14351
# Generated: 2026-06-14T13:45:01.2298569+08:00

amendments:dragon_charge raw_id=8533 class=net.mehvahdjukaar.amendments.common.item.DragonChargeItem
immortalers_delight:universal_chicken_soup raw_id=10788 class=net.minecraft.world.item.BlockItem
immortalers_delight:vara_ji raw_id=10737 class=com.renyigesai.immortalers_delight.item.food.NeedStrawDrinkItem
immortalers_delight:vulcan_coktail raw_id=10774 class=com.renyigesai.immortalers_delight.item.InebriatedToxicDrinkBlockItem
immortalers_delight:warped_lantern raw_id=10699 class=net.minecraft.world.item.BlockItem
immortalers_delight:warped_laurel raw_id=10561 class=net.minecraft.world.item.Item
immortalers_delight:warped_laurel_seeds raw_id=10560 class=com.renyigesai.immortalers_delight.item.TooltipItemNameBlockItem
immortalers_delight:waxed_ancient_stove raw_id=10422 class=net.minecraft.world.item.BlockItem
immortalers_delight:waxed_exposed_ancient_stove raw_id=10423 class=net.minecraft.world.item.BlockItem
immortalers_delight:waxed_oxidized_ancient_stove raw_id=10425 class=net.minecraft.world.item.BlockItem
immortalers_delight:waxed_weathered_ancient_stove raw_id=10424 class=net.minecraft.world.item.BlockItem
immortalers_delight:weathered_ancient_stove raw_id=10420 class=net.minecraft.world.item.BlockItem
immortalers_delight:yogurt raw_id=10627 class=com.renyigesai.immortalers_delight.item.DrinkItem
immortalers_delight:zea_pancake raw_id=10569 class=net.minecraft.world.item.BlockItem
immortalers_delight:zea_pancake_slice raw_id=10570 class=vectorwing.farmersdelight.common.item.ConsumableItem
integrated_stronghold:disc_fragment_sight raw_id=4712 class=net.minecraft.world.item.DiscFragmentItem
integrated_stronghold:music_disc_forlorn raw_id=4714 class=net.minecraft.world.item.Item
integrated_stronghold:music_disc_sight raw_id=4713 class=net.minecraft.world.item.Item
interiors:black_chair raw_id=13043 class=net.minecraft.world.item.BlockItem
interiors:black_cushion raw_id=13062 class=net.minecraft.world.item.BlockItem
interiors:black_floor_chair raw_id=13027 class=net.minecraft.world.item.BlockItem
interiors:blue_chair raw_id=13039 class=net.minecraft.world.item.BlockItem
interiors:blue_cushion raw_id=13058 class=net.minecraft.world.item.BlockItem
interiors:blue_floor_chair raw_id=13023 class=net.minecraft.world.item.BlockItem
interiors:brown_chair raw_id=13040 class=net.minecraft.world.item.BlockItem
interiors:brown_cushion raw_id=13059 class=net.minecraft.world.item.BlockItem
interiors:brown_floor_chair raw_id=13024 class=net.minecraft.world.item.BlockItem
interiors:cyan_chair raw_id=13037 class=net.minecraft.world.item.BlockItem
interiors:cyan_cushion raw_id=13056 class=net.minecraft.world.item.BlockItem
interiors:cyan_floor_chair raw_id=13021 class=net.minecraft.world.item.BlockItem
interiors:gray_chair raw_id=13035 class=net.minecraft.world.item.BlockItem
interiors:gray_cushion raw_id=13054 class=net.minecraft.world.item.BlockItem
interiors:gray_floor_chair raw_id=13019 class=net.minecraft.world.item.BlockItem
interiors:green_chair raw_id=13041 class=net.minecraft.world.item.BlockItem
interiors:green_cushion raw_id=13060 class=net.minecraft.world.item.BlockItem
interiors:green_floor_chair raw_id=13025 class=net.minecraft.world.item.BlockItem
interiors:kelp_chair raw_id=13044 class=net.minecraft.world.item.BlockItem
interiors:kelp_floor_chair raw_id=13045 class=net.minecraft.world.item.BlockItem
interiors:kelp_seat raw_id=13046 class=net.minecraft.world.item.BlockItem
interiors:light_blue_chair raw_id=13031 class=net.minecraft.world.item.BlockItem
interiors:light_blue_cushion raw_id=13050 class=net.minecraft.world.item.BlockItem
interiors:light_blue_floor_chair raw_id=13015 class=net.minecraft.world.item.BlockItem
interiors:light_gray_chair raw_id=13036 class=net.minecraft.world.item.BlockItem
interiors:light_gray_cushion raw_id=13055 class=net.minecraft.world.item.BlockItem
interiors:light_gray_floor_chair raw_id=13020 class=net.minecraft.world.item.BlockItem
interiors:lime_chair raw_id=13033 class=net.minecraft.world.item.BlockItem
interiors:lime_cushion raw_id=13052 class=net.minecraft.world.item.BlockItem
interiors:lime_floor_chair raw_id=13017 class=net.minecraft.world.item.BlockItem
interiors:magenta_chair raw_id=13030 class=net.minecraft.world.item.BlockItem
interiors:magenta_cushion raw_id=13049 class=net.minecraft.world.item.BlockItem
interiors:magenta_floor_chair raw_id=13014 class=net.minecraft.world.item.BlockItem
interiors:orange_chair raw_id=13029 class=net.minecraft.world.item.BlockItem
interiors:orange_cushion raw_id=13048 class=net.minecraft.world.item.BlockItem
interiors:orange_floor_chair raw_id=13013 class=net.minecraft.world.item.BlockItem
interiors:pink_chair raw_id=13034 class=net.minecraft.world.item.BlockItem
interiors:pink_cushion raw_id=13053 class=net.minecraft.world.item.BlockItem
interiors:pink_floor_chair raw_id=13018 class=net.minecraft.world.item.BlockItem
interiors:purple_chair raw_id=13038 class=net.minecraft.world.item.BlockItem
interiors:purple_cushion raw_id=13057 class=net.minecraft.world.item.BlockItem
interiors:purple_floor_chair raw_id=13022 class=net.minecraft.world.item.BlockItem
interiors:red_chair raw_id=13042 class=net.minecraft.world.item.BlockItem
interiors:red_cushion raw_id=13061 class=net.minecraft.world.item.BlockItem
interiors:red_floor_chair raw_id=13026 class=net.minecraft.world.item.BlockItem
interiors:seatwood_planks raw_id=13010 class=net.minecraft.world.item.BlockItem
interiors:wall_mounted_table raw_id=13011 class=net.minecraft.world.item.BlockItem
interiors:white_chair raw_id=13028 class=net.minecraft.world.item.BlockItem
interiors:white_cushion raw_id=13047 class=net.minecraft.world.item.BlockItem
interiors:white_floor_chair raw_id=13012 class=net.minecraft.world.item.BlockItem
interiors:yellow_chair raw_id=13032 class=net.minecraft.world.item.BlockItem
interiors:yellow_cushion raw_id=13051 class=net.minecraft.world.item.BlockItem
interiors:yellow_floor_chair raw_id=13016 class=net.minecraft.world.item.BlockItem
irons_lib:player_statue raw_id=4425 class=io.redspace.ironslib.game.block.statue.player.PlayerStatueBlockItem
irons_lib:transmog_table raw_id=4426 class=net.minecraft.world.item.BlockItem
irons_patreon_lib:player_statue raw_id=4427 class=io.redspace.ironslib.game.item.LegacyPlayerStatueBlockItem
irons_patreon_lib:transmog_table raw_id=4428 class=io.redspace.ironslib.game.item.LegacyTransmogTableBlockItem
irons_spellbooks:affinity_ring raw_id=11448 class=io.redspace.ironsspellbooks.item.curios.AffinityRing
irons_spellbooks:alchemist_cauldron raw_id=11369 class=net.minecraft.world.item.BlockItem
irons_spellbooks:amethyst_rapier raw_id=11269 class=io.redspace.ironsspellbooks.api.item.weapons.MagicSwordItem
irons_spellbooks:amethyst_resonance_charm raw_id=11451 class=io.redspace.ironsspellbooks.item.curios.CurioBaseItem
irons_spellbooks:ancient_knowledge_fragment raw_id=11338 class=net.minecraft.world.item.Item
irons_spellbooks:apothecarist_spawn_egg raw_id=11469 class=net.neoforged.neoforge.common.DeferredSpawnEggItem
irons_spellbooks:arcane_anvil raw_id=11363 class=net.minecraft.world.item.BlockItem
irons_spellbooks:arcane_essence raw_id=11317 class=net.minecraft.world.item.Item
irons_spellbooks:arcane_ingot raw_id=11334 class=net.minecraft.world.item.Item
irons_spellbooks:arcane_rune raw_id=11327 class=net.minecraft.world.item.Item
irons_spellbooks:archevoker_boots raw_id=11402 class=io.redspace.ironsspellbooks.item.armor.ArchevokerArmorItem
irons_spellbooks:archevoker_chestplate raw_id=11400 class=io.redspace.ironsspellbooks.item.armor.ArchevokerArmorItem
irons_spellbooks:archevoker_helmet raw_id=11399 class=io.redspace.ironsspellbooks.item.armor.ArchevokerArmorItem
irons_spellbooks:archevoker_leggings raw_id=11401 class=io.redspace.ironsspellbooks.item.armor.ArchevokerArmorItem
irons_spellbooks:archevoker_logbook_translated raw_id=11354 class=io.redspace.ironsspellbooks.item.ArchevokerLogbookItem
irons_spellbooks:archevoker_logbook_untranslated raw_id=11355 class=io.redspace.ironsspellbooks.item.ArchevokerLogbookItem
irons_spellbooks:archevoker_spawn_egg raw_id=11464 class=net.neoforged.neoforge.common.DeferredSpawnEggItem
irons_spellbooks:armor_pile raw_id=11366 class=net.minecraft.world.item.BlockItem
irons_spellbooks:artificer_cane raw_id=11257 class=io.redspace.ironsspellbooks.item.weapons.StaffItem
irons_spellbooks:autoloader_crossbow raw_id=11272 class=io.redspace.ironsspellbooks.item.weapons.AutoloaderCrossbow
irons_spellbooks:betrayer_signet raw_id=11456 class=io.redspace.ironsspellbooks.item.curios.BetrayerSignetRingItem
irons_spellbooks:blank_rune raw_id=11319 class=net.minecraft.world.item.Item
irons_spellbooks:blaze_spell_book raw_id=11250 class=io.redspace.ironsspellbooks.item.SpellBook
irons_spellbooks:blood_rune raw_id=11325 class=net.minecraft.world.item.Item
irons_spellbooks:blood_staff raw_id=11260 class=io.redspace.ironsspellbooks.item.weapons.StaffItem
irons_spellbooks:blood_upgrade_orb raw_id=11300 class=io.redspace.ironsspellbooks.item.UpgradeOrbItem
irons_spellbooks:blood_vial raw_id=11308 class=net.minecraft.world.item.Item
irons_spellbooks:bloody_vellum raw_id=11343 class=net.minecraft.world.item.Item
irons_spellbooks:bone_key raw_id=11359 class=io.redspace.ironsspellbooks.item.SimpleDescriptiveItem
irons_spellbooks:bone_vault raw_id=11381 class=net.minecraft.world.item.BlockItem
irons_spellbooks:book_stack raw_id=11376 class=io.redspace.ironsspellbooks.item.SimpleDescriptiveBlockItem
irons_spellbooks:boreal_blade raw_id=11277 class=io.redspace.ironsspellbooks.api.item.weapons.MagicSwordItem
irons_spellbooks:brazier raw_id=11372 class=net.minecraft.world.item.BlockItem
irons_spellbooks:brazier_soul raw_id=11373 class=net.minecraft.world.item.BlockItem
irons_spellbooks:cast_time_ring raw_id=11440 class=io.redspace.ironsspellbooks.item.curios.CurioBaseItem
irons_spellbooks:chained_book raw_id=11342 class=net.minecraft.world.item.Item
irons_spellbooks:chronicle raw_id=11356 class=io.redspace.ironsspellbooks.item.ChronicleItem
irons_spellbooks:cinder_essence raw_id=11333 class=net.minecraft.world.item.Item
irons_spellbooks:cinderous_soul_rune raw_id=11374 class=net.minecraft.world.item.BlockItem
irons_spellbooks:cinderous_soulcaller raw_id=11357 class=io.redspace.ironsspellbooks.item.CinderousSoulcallerItem
irons_spellbooks:cinderous_vault raw_id=11382 class=net.minecraft.world.item.BlockItem
irons_spellbooks:claymore raw_id=11266 class=io.redspace.ironsspellbooks.api.item.weapons.ExtendedSwordItem
irons_spellbooks:common_ink raw_id=11279 class=io.redspace.ironsspellbooks.item.InkItem
irons_spellbooks:concentration_amulet raw_id=11449 class=io.redspace.ironsspellbooks.item.curios.SimpleDescriptiveCurio
irons_spellbooks:conjurers_talisman raw_id=11446 class=io.redspace.ironsspellbooks.item.curios.CurioBaseItem
irons_spellbooks:cooldown_ring raw_id=11439 class=io.redspace.ironsspellbooks.item.curios.CurioBaseItem
irons_spellbooks:cooldown_rune raw_id=11328 class=net.minecraft.world.item.Item
irons_spellbooks:cooldown_upgrade_orb raw_id=11304 class=io.redspace.ironsspellbooks.item.UpgradeOrbItem
irons_spellbooks:copper_spell_book raw_id=11248 class=io.redspace.ironsspellbooks.item.SpellBook
irons_spellbooks:cryomancer_boots raw_id=11410 class=io.redspace.ironsspellbooks.item.armor.CryomancerArmorItem
irons_spellbooks:cryomancer_chestplate raw_id=11408 class=io.redspace.ironsspellbooks.item.armor.CryomancerArmorItem
irons_spellbooks:cryomancer_helmet raw_id=11407 class=io.redspace.ironsspellbooks.item.armor.CryomancerArmorItem
irons_spellbooks:cryomancer_leggings raw_id=11409 class=io.redspace.ironsspellbooks.item.armor.CryomancerArmorItem
irons_spellbooks:cryomancer_spawn_egg raw_id=11466 class=net.neoforged.neoforge.common.DeferredSpawnEggItem
irons_spellbooks:cultist_boots raw_id=11406 class=io.redspace.ironsspellbooks.item.armor.CultistArmorItem
irons_spellbooks:cultist_chestplate raw_id=11404 class=io.redspace.ironsspellbooks.item.armor.CultistArmorItem
irons_spellbooks:cultist_helmet raw_id=11403 class=io.redspace.ironsspellbooks.item.armor.CultistArmorItem
irons_spellbooks:cultist_leggings raw_id=11405 class=io.redspace.ironsspellbooks.item.armor.CultistArmorItem
irons_spellbooks:cursed_doll_spell_book raw_id=11263 class=io.redspace.ironsspellbooks.item.CursedDollSpellbookItem
irons_spellbooks:dead_king_corpse_spawn_egg raw_id=11463 class=net.neoforged.neoforge.common.DeferredSpawnEggItem
irons_spellbooks:dead_king_phylactery raw_id=11360 class=net.minecraft.world.item.Item
irons_spellbooks:dead_king_phylactery_shard raw_id=11361 class=net.minecraft.world.item.Item
irons_spellbooks:decrepit_key raw_id=11358 class=io.redspace.ironsspellbooks.item.SimpleDescriptiveItem
irons_spellbooks:decrepit_scythe raw_id=11276 class=io.redspace.ironsspellbooks.api.item.weapons.ExtendedSwordItem
irons_spellbooks:deepslate_mithril_ore raw_id=11368 class=net.minecraft.world.item.BlockItem
irons_spellbooks:diamond_spell_book raw_id=11245 class=io.redspace.ironsspellbooks.item.SpellBook
irons_spellbooks:disc_fragment_flame_still_burns raw_id=11460 class=net.minecraft.world.item.DiscFragmentItem
irons_spellbooks:divine_pearl raw_id=11310 class=net.minecraft.world.item.Item
irons_spellbooks:divine_soulshard raw_id=11353 class=net.minecraft.world.item.Item
irons_spellbooks:dragonskin raw_id=11316 class=io.redspace.ironsspellbooks.item.DragonskinItem
irons_spellbooks:dragonskin_spell_book raw_id=11251 class=io.redspace.ironsspellbooks.item.SpellBook
irons_spellbooks:druidic_spell_book raw_id=11252 class=io.redspace.ironsspellbooks.item.SpellBook
irons_spellbooks:eldritch_manuscript raw_id=11337 class=io.redspace.ironsspellbooks.item.EldritchManuscript
irons_spellbooks:electromancer_boots raw_id=11398 class=io.redspace.ironsspellbooks.item.armor.ElectromancerArmorItem
irons_spellbooks:electromancer_chestplate raw_id=11396 class=io.redspace.ironsspellbooks.item.armor.ElectromancerArmorItem
irons_spellbooks:electromancer_helmet raw_id=11395 class=io.redspace.ironsspellbooks.item.armor.ElectromancerArmorItem
irons_spellbooks:electromancer_leggings raw_id=11397 class=io.redspace.ironsspellbooks.item.armor.ElectromancerArmorItem
irons_spellbooks:emerald_stoneplate_ring raw_id=11442 class=io.redspace.ironsspellbooks.item.curios.SimpleDescriptiveCurio
irons_spellbooks:ender_rune raw_id=11323 class=net.minecraft.world.item.Item
irons_spellbooks:ender_upgrade_orb raw_id=11299 class=io.redspace.ironsspellbooks.item.UpgradeOrbItem
irons_spellbooks:energized_core raw_id=11341 class=io.redspace.ironsspellbooks.item.EnergizedCoreItem
irons_spellbooks:epic_ink raw_id=11282 class=io.redspace.ironsspellbooks.item.InkItem
irons_spellbooks:evasion_elixir raw_id=11289 class=io.redspace.ironsspellbooks.item.consumables.SimpleElixir
irons_spellbooks:evocation_rune raw_id=11326 class=net.minecraft.world.item.Item
irons_spellbooks:evocation_upgrade_orb raw_id=11301 class=io.redspace.ironsspellbooks.item.UpgradeOrbItem
irons_spellbooks:evoker_spell_book raw_id=11261 class=io.redspace.ironsspellbooks.item.UniqueSpellBook
irons_spellbooks:expulsion_ring raw_id=11453 class=io.redspace.ironsspellbooks.item.curios.ExpulsionRing
irons_spellbooks:fire_ale raw_id=11291 class=io.redspace.ironsspellbooks.item.consumables.FireAleItem
irons_spellbooks:fire_rune raw_id=11320 class=net.minecraft.world.item.Item
irons_spellbooks:fire_upgrade_orb raw_id=11295 class=io.redspace.ironsspellbooks.item.UpgradeOrbItem
irons_spellbooks:firefly_jar raw_id=11370 class=net.minecraft.world.item.BlockItem
irons_spellbooks:fireward_ring raw_id=11443 class=io.redspace.ironsspellbooks.item.curios.FirewardRing
irons_spellbooks:frosted_helve raw_id=11339 class=net.minecraft.world.item.Item
irons_spellbooks:frostward_ring raw_id=11444 class=io.redspace.ironsspellbooks.item.curios.FrostwardRing
irons_spellbooks:frozen_bone raw_id=11307 class=net.minecraft.world.item.Item
irons_spellbooks:furled_map raw_id=11311 class=io.redspace.ironsspellbooks.item.FurledMapItem
irons_spellbooks:furled_map_ancient raw_id=11312 class=io.redspace.ironsspellbooks.item.FurledMapItem
irons_spellbooks:furled_map_citadel raw_id=11313 class=io.redspace.ironsspellbooks.item.FurledMapCraftableItem
irons_spellbooks:furled_map_ice_spider_den raw_id=11314 class=io.redspace.ironsspellbooks.item.FurledMapCraftableItem
irons_spellbooks:gold_crown raw_id=11436 class=io.redspace.ironsspellbooks.item.armor.GoldCrownArmorItem
irons_spellbooks:gold_spell_book raw_id=11246 class=io.redspace.ironsspellbooks.item.SpellBook
