# Registry dump
# Registry: minecraft:block
# Minecraft: 1.21.1
# Entries: 10760
# Generated: 2026-06-14T13:47:24.1922436+08:00

amendments:carpet_slab raw_id=6642 class=net.mehvahdjukaar.amendments.common.block.CarpetSlabBlock
kaleidoscope_end:dragon_egg_ice_cream raw_id=10112 class=com.github.ysbbbbbb.kaleidoscopecookery.block.food.FoodBiteBlock
kaleidoscope_end:dragon_head_with_sauce raw_id=10108 class=com.github.ysbbbbbb.kaleidoscopecookery.block.food.FoodBiteOneByTwoBlock
kaleidoscope_end:dream_berry_head raw_id=3982 class=com.bmt.kaleidoscope_end.block.crops.DreamBerryHeadBlock
kaleidoscope_end:dream_berry_plant raw_id=3981 class=com.bmt.kaleidoscope_end.block.crops.DreamBerryPlantBlock
kaleidoscope_end:end_caterpillar_sashimi raw_id=10109 class=com.github.ysbbbbbb.kaleidoscopecookery.block.food.FoodBiteBlock
kaleidoscope_end:end_salad raw_id=10104 class=com.github.ysbbbbbb.kaleidoscopecookery.block.food.FoodBiteBlock
kaleidoscope_end:end_stove raw_id=3987 class=com.github.ysbbbbbb.kaleidoscopecookery.block.kitchen.StoveBlock
kaleidoscope_end:ender_dragon_tea raw_id=10157 class=com.github.ysbbbbbb.kaleidoscopecookery.block.drink.TeacupBlock
kaleidoscope_end:ender_mint raw_id=3983 class=com.bmt.kaleidoscope_end.block.crops.EnderMint
kaleidoscope_end:ender_mint_tea raw_id=10155 class=com.github.ysbbbbbb.kaleidoscopecookery.block.drink.TeacupBlock
kaleidoscope_end:optic_nerve_sweet_and_sour_pork raw_id=10106 class=com.github.ysbbbbbb.kaleidoscopecookery.block.food.FoodBiteBlock
kaleidoscope_end:suspicious_dragon_egg raw_id=3986 class=com.bmt.kaleidoscope_end.block.SuspiciousDragonEggBlock
kaleidoscope_end:suspicious_end_stone raw_id=3984 class=com.bmt.kaleidoscope_end.init.KEBlocks$1
kaleidoscope_end:suspicious_purpur_block raw_id=3985 class=com.bmt.kaleidoscope_end.init.KEBlocks$2
kaleidoscope_end:void_mutton_steak raw_id=10107 class=com.github.ysbbbbbb.kaleidoscopecookery.block.food.FoodBiteBlock
kaleidoscope_end:void_tea raw_id=10154 class=com.github.ysbbbbbb.kaleidoscopecookery.block.drink.TeacupBlock
kaleidoscope_nether:braised_lion_head raw_id=10115 class=com.github.ysbbbbbb.kaleidoscopecookery.block.food.FoodBiteBlock
kaleidoscope_nether:braised_pork_rice raw_id=10114 class=com.github.ysbbbbbb.kaleidoscopecookery.block.food.FoodBiteBlock
kaleidoscope_nether:corn_carrot_pork_rib_soup raw_id=10116 class=com.github.ysbbbbbb.kaleidoscopecookery.block.food.FoodBiteBlock
kaleidoscope_nether:doll_0 raw_id=6982 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_nether:doll_1 raw_id=6983 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_nether:doll_10 raw_id=6992 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_nether:doll_11 raw_id=6986 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_nether:doll_12 raw_id=6987 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_nether:doll_2 raw_id=6984 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_nether:doll_3 raw_id=6985 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_nether:doll_4 raw_id=6980 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_nether:doll_5 raw_id=6981 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_nether:doll_6 raw_id=6988 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_nether:doll_7 raw_id=6989 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_nether:doll_8 raw_id=6990 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_nether:doll_9 raw_id=6991 class=com.github.ysbbbbbb.kaleidoscopedoll.block.DollBlock
kaleidoscope_nether:nether_stove raw_id=6979 class=com.github.ysbbbbbb.kaleidoscopecookery.block.kitchen.StoveBlock
kaleidoscope_nether:poisonous_fruit raw_id=6973 class=com.bmt.kaleidoscope_nether.block.PoisonousFruit
kaleidoscope_nether:soul_lamb_chop raw_id=10113 class=com.github.ysbbbbbb.kaleidoscopecookery.block.food.FoodBiteBlock
kaleidoscope_nether:soul_pepper raw_id=6974 class=com.bmt.kaleidoscope_nether.block.SoulPepper
kaleidoscope_nether:twisting_cave_vines raw_id=6976 class=com.bmt.kaleidoscope_nether.block.TwistingCaveVinesHead
kaleidoscope_nether:twisting_cave_vines_plant raw_id=6975 class=com.bmt.kaleidoscope_nether.block.TwistingCaveVinesPlant
kaleidoscope_nether:weeping_cave_vines raw_id=6978 class=com.bmt.kaleidoscope_nether.block.WeepingCaveVinesHead
kaleidoscope_nether:weeping_cave_vines_plant raw_id=6977 class=com.bmt.kaleidoscope_nether.block.WeepingCaveVinesPlant
kaleidoscope_tavern:allium_sandwich_board raw_id=5169 class=com.github.ysbbbbbb.kaleidoscopetavern.block.deco.SandwichBoardBlock
kaleidoscope_tavern:azure_bluet_sandwich_board raw_id=5170 class=com.github.ysbbbbbb.kaleidoscopetavern.block.deco.SandwichBoardBlock
kaleidoscope_tavern:bar_cabinet raw_id=5228 class=com.github.ysbbbbbb.kaleidoscopetavern.block.brew.BarCabinetBlock
kaleidoscope_tavern:bar_counter raw_id=5212 class=com.github.ysbbbbbb.kaleidoscopetavern.block.deco.BarCounterBlock
kaleidoscope_tavern:barrel raw_id=5227 class=com.github.ysbbbbbb.kaleidoscopetavern.block.brew.BarrelBlock
kaleidoscope_tavern:base_sandwich_board raw_id=5167 class=com.github.ysbbbbbb.kaleidoscopetavern.block.deco.SandwichBoardBlock
kaleidoscope_tavern:black_bar_stool raw_id=5152 class=com.github.ysbbbbbb.kaleidoscopetavern.block.deco.BarStoolBlock
kaleidoscope_tavern:black_sofa raw_id=5136 class=com.github.ysbbbbbb.kaleidoscopetavern.block.deco.SofaBlock
kaleidoscope_tavern:blue_bar_stool raw_id=5161 class=com.github.ysbbbbbb.kaleidoscopetavern.block.deco.BarStoolBlock
kaleidoscope_tavern:blue_sofa raw_id=5145 class=com.github.ysbbbbbb.kaleidoscopetavern.block.deco.SofaBlock
kaleidoscope_tavern:brandy raw_id=5236 class=com.github.ysbbbbbb.kaleidoscopetavern.block.brew.DrinkBlock
kaleidoscope_tavern:brown_bar_stool raw_id=5153 class=com.github.ysbbbbbb.kaleidoscopetavern.block.deco.BarStoolBlock
kaleidoscope_tavern:brown_sofa raw_id=5137 class=com.github.ysbbbbbb.kaleidoscopetavern.block.deco.SofaBlock
kaleidoscope_tavern:carignan raw_id=5237 class=com.github.ysbbbbbb.kaleidoscopetavern.block.brew.DrinkBlock
kaleidoscope_tavern:chalkboard raw_id=5165 class=com.github.ysbbbbbb.kaleidoscopetavern.block.deco.ChalkboardBlock
kaleidoscope_tavern:champagne raw_id=5234 class=com.github.ysbbbbbb.kaleidoscopetavern.block.brew.DrinkBlock
kaleidoscope_tavern:cornflower_sandwich_board raw_id=5171 class=com.github.ysbbbbbb.kaleidoscopetavern.block.deco.SandwichBoardBlock
kaleidoscope_tavern:cr019_painting raw_id=5200 class=com.github.ysbbbbbb.kaleidoscopetavern.block.deco.PaintingBlock
kaleidoscope_tavern:cyan_bar_stool raw_id=5159 class=com.github.ysbbbbbb.kaleidoscopetavern.block.deco.BarStoolBlock
kaleidoscope_tavern:cyan_sofa raw_id=5143 class=com.github.ysbbbbbb.kaleidoscopetavern.block.deco.SofaBlock
kaleidoscope_tavern:david_painting raw_id=5204 class=com.github.ysbbbbbb.kaleidoscopetavern.block.deco.PaintingBlock
kaleidoscope_tavern:dragon_breath_bottle raw_id=5232 class=com.github.ysbbbbbb.kaleidoscopetavern.block.brew.BottleBlock
kaleidoscope_tavern:empty_bottle raw_id=5225 class=com.github.ysbbbbbb.kaleidoscopetavern.block.brew.BottleBlock
kaleidoscope_tavern:father_painting raw_id=5208 class=com.github.ysbbbbbb.kaleidoscopetavern.block.deco.PaintingBlock
kaleidoscope_tavern:girl_with_pearl_earring_painting raw_id=5205 class=com.github.ysbbbbbb.kaleidoscopetavern.block.deco.PaintingBlock
kaleidoscope_tavern:glass_bar_cabinet raw_id=5229 class=com.github.ysbbbbbb.kaleidoscopetavern.block.brew.BarCabinetBlock
kaleidoscope_tavern:glowflower_brew raw_id=5254 class=com.github.ysbbbbbb.kaleidoscopetavern.block.brew.DrinkBlock
kaleidoscope_tavern:gold_grape_crop raw_id=5222 class=com.github.ysbbbbbb.kaleidoscopetavern.block.plant.GrapeCropBlock
kaleidoscope_tavern:gold_grapevine_trellis raw_id=5219 class=com.github.ysbbbbbb.kaleidoscopetavern.block.plant.GrapevineTrellisBlock
kaleidoscope_tavern:grape_crop raw_id=5220 class=com.github.ysbbbbbb.kaleidoscopetavern.block.plant.GrapeCropBlock
kaleidoscope_tavern:grapevine_trellis raw_id=5217 class=com.github.ysbbbbbb.kaleidoscopetavern.block.plant.GrapevineTrellisBlock
kaleidoscope_tavern:grass_sandwich_board raw_id=5168 class=com.github.ysbbbbbb.kaleidoscopetavern.block.deco.SandwichBoardBlock
kaleidoscope_tavern:gray_bar_stool raw_id=5151 class=com.github.ysbbbbbb.kaleidoscopetavern.block.deco.BarStoolBlock
kaleidoscope_tavern:gray_sofa raw_id=5135 class=com.github.ysbbbbbb.kaleidoscopetavern.block.deco.SofaBlock
kaleidoscope_tavern:great_wave_painting raw_id=5209 class=com.github.ysbbbbbb.kaleidoscopetavern.block.deco.PaintingBlock
kaleidoscope_tavern:green_bar_stool raw_id=5158 class=com.github.ysbbbbbb.kaleidoscopetavern.block.deco.BarStoolBlock
kaleidoscope_tavern:green_sofa raw_id=5142 class=com.github.ysbbbbbb.kaleidoscopetavern.block.deco.SofaBlock
kaleidoscope_tavern:honey_bottle raw_id=5231 class=com.github.ysbbbbbb.kaleidoscopetavern.block.brew.BottleBlock
kaleidoscope_tavern:honey_wine raw_id=5243 class=com.github.ysbbbbbb.kaleidoscopetavern.block.brew.DrinkBlock
kaleidoscope_tavern:ice_grape_crop raw_id=5221 class=com.github.ysbbbbbb.kaleidoscopetavern.block.plant.GrapeCropBlock
kaleidoscope_tavern:ice_grapevine_trellis raw_id=5218 class=com.github.ysbbbbbb.kaleidoscopetavern.block.plant.GrapevineTrellisBlock
kaleidoscope_tavern:ice_wine raw_id=5241 class=com.github.ysbbbbbb.kaleidoscopetavern.block.brew.DrinkBlock
kaleidoscope_tavern:light_blue_bar_stool raw_id=5160 class=com.github.ysbbbbbb.kaleidoscopetavern.block.deco.BarStoolBlock
kaleidoscope_tavern:light_blue_sofa raw_id=5144 class=com.github.ysbbbbbb.kaleidoscopetavern.block.deco.SofaBlock
kaleidoscope_tavern:light_gray_bar_stool raw_id=5150 class=com.github.ysbbbbbb.kaleidoscopetavern.block.deco.BarStoolBlock
kaleidoscope_tavern:light_gray_sofa raw_id=5134 class=com.github.ysbbbbbb.kaleidoscopetavern.block.deco.SofaBlock
kaleidoscope_tavern:lime_bar_stool raw_id=5157 class=com.github.ysbbbbbb.kaleidoscopetavern.block.deco.BarStoolBlock
kaleidoscope_tavern:lime_sofa raw_id=5141 class=com.github.ysbbbbbb.kaleidoscopetavern.block.deco.SofaBlock
kaleidoscope_tavern:luminous_bride raw_id=5253 class=com.github.ysbbbbbb.kaleidoscopetavern.block.brew.DrinkBlock
kaleidoscope_tavern:madame_shexiang raw_id=5249 class=com.github.ysbbbbbb.kaleidoscopetavern.block.brew.DrinkBlock
kaleidoscope_tavern:magenta_bar_stool raw_id=5163 class=com.github.ysbbbbbb.kaleidoscopetavern.block.deco.BarStoolBlock
kaleidoscope_tavern:magenta_sofa raw_id=5147 class=com.github.ysbbbbbb.kaleidoscopetavern.block.deco.SofaBlock
kaleidoscope_tavern:master_marisa_painting raw_id=5202 class=com.github.ysbbbbbb.kaleidoscopetavern.block.deco.PaintingBlock
kaleidoscope_tavern:miners_star raw_id=5245 class=com.github.ysbbbbbb.kaleidoscopetavern.block.brew.DrinkBlock
kaleidoscope_tavern:molotov raw_id=5226 class=com.github.ysbbbbbb.kaleidoscopetavern.block.brew.MolotovBlock
kaleidoscope_tavern:mona_lisa_painting raw_id=5210 class=com.github.ysbbbbbb.kaleidoscopetavern.block.deco.PaintingBlock
kaleidoscope_tavern:mondrian_painting raw_id=5211 class=com.github.ysbbbbbb.kaleidoscopetavern.block.deco.PaintingBlock
kaleidoscope_tavern:mother_snow raw_id=5252 class=com.github.ysbbbbbb.kaleidoscopetavern.block.brew.DrinkBlock
kaleidoscope_tavern:orange_bar_stool raw_id=5155 class=com.github.ysbbbbbb.kaleidoscopetavern.block.deco.BarStoolBlock
kaleidoscope_tavern:orange_sofa raw_id=5139 class=com.github.ysbbbbbb.kaleidoscopetavern.block.deco.SofaBlock
kaleidoscope_tavern:orchid_sandwich_board raw_id=5172 class=com.github.ysbbbbbb.kaleidoscopetavern.block.deco.SandwichBoardBlock
kaleidoscope_tavern:peony_sandwich_board raw_id=5173 class=com.github.ysbbbbbb.kaleidoscopetavern.block.deco.SandwichBoardBlock
kaleidoscope_tavern:pink_bar_stool raw_id=5164 class=com.github.ysbbbbbb.kaleidoscopetavern.block.deco.BarStoolBlock
kaleidoscope_tavern:pink_petals_sandwich_board raw_id=5174 class=com.github.ysbbbbbb.kaleidoscopetavern.block.deco.SandwichBoardBlock
kaleidoscope_tavern:pink_sofa raw_id=5148 class=com.github.ysbbbbbb.kaleidoscopetavern.block.deco.SofaBlock
kaleidoscope_tavern:pitcher_plant_sandwich_board raw_id=5175 class=com.github.ysbbbbbb.kaleidoscopetavern.block.deco.SandwichBoardBlock
kaleidoscope_tavern:plum_wine raw_id=5239 class=com.github.ysbbbbbb.kaleidoscopetavern.block.brew.DrinkBlock
kaleidoscope_tavern:polaris_sweet_white raw_id=5242 class=com.github.ysbbbbbb.kaleidoscopetavern.block.brew.DrinkBlock
kaleidoscope_tavern:poppy_sandwich_board raw_id=5176 class=com.github.ysbbbbbb.kaleidoscopetavern.block.deco.SandwichBoardBlock
kaleidoscope_tavern:pressing_tub raw_id=5223 class=com.github.ysbbbbbb.kaleidoscopetavern.block.brew.PressingTubBlock
kaleidoscope_tavern:purple_bar_stool raw_id=5162 class=com.github.ysbbbbbb.kaleidoscopetavern.block.deco.BarStoolBlock
kaleidoscope_tavern:purple_sofa raw_id=5146 class=com.github.ysbbbbbb.kaleidoscopetavern.block.deco.SofaBlock
kaleidoscope_tavern:red_bar_stool raw_id=5154 class=com.github.ysbbbbbb.kaleidoscopetavern.block.deco.BarStoolBlock
kaleidoscope_tavern:red_queen raw_id=5244 class=com.github.ysbbbbbb.kaleidoscopetavern.block.brew.DrinkBlock
kaleidoscope_tavern:red_sofa raw_id=5138 class=com.github.ysbbbbbb.kaleidoscopetavern.block.deco.SofaBlock
kaleidoscope_tavern:riesling_dry_white raw_id=5247 class=com.github.ysbbbbbb.kaleidoscopetavern.block.brew.DrinkBlock
kaleidoscope_tavern:rum raw_id=5246 class=com.github.ysbbbbbb.kaleidoscopetavern.block.brew.DrinkBlock
kaleidoscope_tavern:sakura_wine raw_id=5238 class=com.github.ysbbbbbb.kaleidoscopetavern.block.brew.DrinkBlock
kaleidoscope_tavern:sauvignon_blanc_dry_white raw_id=5255 class=com.github.ysbbbbbb.kaleidoscopetavern.block.brew.DrinkBlock
kaleidoscope_tavern:sherry raw_id=5251 class=com.github.ysbbbbbb.kaleidoscopetavern.block.brew.DrinkBlock
kaleidoscope_tavern:son_of_man_painting raw_id=5203 class=com.github.ysbbbbbb.kaleidoscopetavern.block.deco.PaintingBlock
kaleidoscope_tavern:starry_night_painting raw_id=5206 class=com.github.ysbbbbbb.kaleidoscopetavern.block.deco.PaintingBlock
kaleidoscope_tavern:stepladder raw_id=5213 class=com.github.ysbbbbbb.kaleidoscopetavern.block.deco.StepladderBlock
kaleidoscope_tavern:string_lights_black raw_id=5185 class=com.github.ysbbbbbb.kaleidoscopetavern.block.deco.StringLightsBlock
kaleidoscope_tavern:string_lights_blue raw_id=5194 class=com.github.ysbbbbbb.kaleidoscopetavern.block.deco.StringLightsBlock
kaleidoscope_tavern:string_lights_brown raw_id=5186 class=com.github.ysbbbbbb.kaleidoscopetavern.block.deco.StringLightsBlock
kaleidoscope_tavern:string_lights_colorless raw_id=5181 class=com.github.ysbbbbbb.kaleidoscopetavern.block.deco.StringLightsBlock
kaleidoscope_tavern:string_lights_cyan raw_id=5192 class=com.github.ysbbbbbb.kaleidoscopetavern.block.deco.StringLightsBlock
kaleidoscope_tavern:string_lights_gray raw_id=5184 class=com.github.ysbbbbbb.kaleidoscopetavern.block.deco.StringLightsBlock
kaleidoscope_tavern:string_lights_green raw_id=5191 class=com.github.ysbbbbbb.kaleidoscopetavern.block.deco.StringLightsBlock
kaleidoscope_tavern:string_lights_light_blue raw_id=5193 class=com.github.ysbbbbbb.kaleidoscopetavern.block.deco.StringLightsBlock
kaleidoscope_tavern:string_lights_light_gray raw_id=5183 class=com.github.ysbbbbbb.kaleidoscopetavern.block.deco.StringLightsBlock
kaleidoscope_tavern:string_lights_lime raw_id=5190 class=com.github.ysbbbbbb.kaleidoscopetavern.block.deco.StringLightsBlock
kaleidoscope_tavern:string_lights_magenta raw_id=5196 class=com.github.ysbbbbbb.kaleidoscopetavern.block.deco.StringLightsBlock
kaleidoscope_tavern:string_lights_orange raw_id=5188 class=com.github.ysbbbbbb.kaleidoscopetavern.block.deco.StringLightsBlock
kaleidoscope_tavern:string_lights_pink raw_id=5197 class=com.github.ysbbbbbb.kaleidoscopetavern.block.deco.StringLightsBlock
kaleidoscope_tavern:string_lights_purple raw_id=5195 class=com.github.ysbbbbbb.kaleidoscopetavern.block.deco.StringLightsBlock
kaleidoscope_tavern:string_lights_red raw_id=5187 class=com.github.ysbbbbbb.kaleidoscopetavern.block.deco.StringLightsBlock
kaleidoscope_tavern:string_lights_white raw_id=5182 class=com.github.ysbbbbbb.kaleidoscopetavern.block.deco.StringLightsBlock
kaleidoscope_tavern:string_lights_yellow raw_id=5189 class=com.github.ysbbbbbb.kaleidoscopetavern.block.deco.StringLightsBlock
kaleidoscope_tavern:sunflower_sandwich_board raw_id=5177 class=com.github.ysbbbbbb.kaleidoscopetavern.block.deco.SandwichBoardBlock
kaleidoscope_tavern:sunset_glow raw_id=5248 class=com.github.ysbbbbbb.kaleidoscopetavern.block.brew.DrinkBlock
kaleidoscope_tavern:sweet_berry_wine raw_id=5250 class=com.github.ysbbbbbb.kaleidoscopetavern.block.brew.DrinkBlock
kaleidoscope_tavern:table raw_id=5166 class=com.github.ysbbbbbb.kaleidoscopetavern.block.deco.TableBlock
kaleidoscope_tavern:tap raw_id=5224 class=com.github.ysbbbbbb.kaleidoscopetavern.block.brew.TapBlock
kaleidoscope_tavern:tartaric_acid_painting raw_id=5199 class=com.github.ysbbbbbb.kaleidoscopetavern.block.deco.PaintingBlock
kaleidoscope_tavern:torchflower_sandwich_board raw_id=5178 class=com.github.ysbbbbbb.kaleidoscopetavern.block.deco.SandwichBoardBlock
kaleidoscope_tavern:trellis raw_id=5216 class=com.github.ysbbbbbb.kaleidoscopetavern.block.plant.TrellisBlock
kaleidoscope_tavern:tulip_sandwich_board raw_id=5179 class=com.github.ysbbbbbb.kaleidoscopetavern.block.deco.SandwichBoardBlock
kaleidoscope_tavern:unknown_painting raw_id=5201 class=com.github.ysbbbbbb.kaleidoscopetavern.block.deco.PaintingBlock
kaleidoscope_tavern:van_gogh_self_portrait_painting raw_id=5207 class=com.github.ysbbbbbb.kaleidoscopetavern.block.deco.PaintingBlock
kaleidoscope_tavern:vinegar raw_id=5256 class=com.github.ysbbbbbb.kaleidoscopetavern.block.brew.DrinkBlock
kaleidoscope_tavern:vodka raw_id=5235 class=com.github.ysbbbbbb.kaleidoscopetavern.block.brew.DrinkBlock
kaleidoscope_tavern:water_bottle raw_id=5230 class=com.github.ysbbbbbb.kaleidoscopetavern.block.brew.BottleBlock
kaleidoscope_tavern:watermelon_juice raw_id=5257 class=com.github.ysbbbbbb.kaleidoscopetavern.block.brew.DrinkBlock
kaleidoscope_tavern:whiskey raw_id=5240 class=com.github.ysbbbbbb.kaleidoscopetavern.block.brew.DrinkBlock
kaleidoscope_tavern:white_bar_stool raw_id=5149 class=com.github.ysbbbbbb.kaleidoscopetavern.block.deco.BarStoolBlock
kaleidoscope_tavern:white_sofa raw_id=5133 class=com.github.ysbbbbbb.kaleidoscopetavern.block.deco.SofaBlock
kaleidoscope_tavern:wild_grapevine raw_id=5214 class=com.github.ysbbbbbb.kaleidoscopetavern.block.plant.WildGrapevineBlock
kaleidoscope_tavern:wild_grapevine_plant raw_id=5215 class=com.github.ysbbbbbb.kaleidoscopetavern.block.plant.WildGrapevinePlantBlock
kaleidoscope_tavern:wine raw_id=5233 class=com.github.ysbbbbbb.kaleidoscopetavern.block.brew.DrinkBlock
kaleidoscope_tavern:wither_rose_sandwich_board raw_id=5180 class=com.github.ysbbbbbb.kaleidoscopetavern.block.deco.SandwichBoardBlock
kaleidoscope_tavern:yellow_bar_stool raw_id=5156 class=com.github.ysbbbbbb.kaleidoscopetavern.block.deco.BarStoolBlock
kaleidoscope_tavern:yellow_sofa raw_id=5140 class=com.github.ysbbbbbb.kaleidoscopetavern.block.deco.SofaBlock
kaleidoscope_tavern:ysbb_painting raw_id=5198 class=com.github.ysbbbbbb.kaleidoscopetavern.block.deco.PaintingBlock
l2complements:eternal_anvil raw_id=6757 class=dev.xkmc.l2complements.content.item.anvil.EternalAnvilBlock
l2complements:eternium_block raw_id=6762 class=net.minecraft.world.level.block.Block
l2complements:poseidite_block raw_id=6759 class=net.minecraft.world.level.block.Block
l2complements:sculkium_block raw_id=6761 class=net.minecraft.world.level.block.Block
l2complements:shulkerate_block raw_id=6760 class=net.minecraft.world.level.block.Block
l2complements:totemic_gold_block raw_id=6758 class=net.minecraft.world.level.block.Block
lootr:decorated_pot raw_id=3996 class=noobanidus.mods.lootr.common.block.LootrDecoratedPotBlock
lootr:lootr_barrel raw_id=3989 class=noobanidus.mods.lootr.common.block.LootrBarrelBlock
lootr:lootr_chest raw_id=3990 class=noobanidus.mods.lootr.common.block.LootrChestBlock
lootr:lootr_inventory raw_id=3992 class=noobanidus.mods.lootr.common.block.LootrInventoryBlock
lootr:lootr_shulker raw_id=3993 class=noobanidus.mods.lootr.common.block.LootrShulkerBlock
lootr:lootr_trapped_chest raw_id=3991 class=noobanidus.mods.lootr.common.block.LootrTrappedChestBlock
lootr:suspicious_gravel raw_id=3995 class=noobanidus.mods.lootr.common.block.LootrBrushableBlock
lootr:suspicious_sand raw_id=3994 class=noobanidus.mods.lootr.common.block.LootrBrushableBlock
lootr:trophy raw_id=3997 class=noobanidus.mods.lootr.common.block.TrophyBlock
mechanicalmillstone:mechanical_millstone raw_id=4002 class=euphy.upo.mechanicalmillstone.content.millstone.MechanicalMillstoneBlock
minecraft:acacia_button raw_id=389 class=net.minecraft.world.level.block.ButtonBlock
minecraft:acacia_door raw_id=586 class=net.minecraft.world.level.block.DoorBlock
minecraft:acacia_fence raw_id=578 class=net.minecraft.world.level.block.FenceBlock
minecraft:acacia_fence_gate raw_id=570 class=net.minecraft.world.level.block.FenceGateBlock
minecraft:acacia_hanging_sign raw_id=211 class=net.minecraft.world.level.block.CeilingHangingSignBlock
minecraft:acacia_leaves raw_id=86 class=net.minecraft.world.level.block.LeavesBlock
minecraft:acacia_log raw_id=50 class=net.minecraft.world.level.block.RotatedPillarBlock
minecraft:acacia_planks raw_id=17 class=net.minecraft.world.level.block.Block
minecraft:acacia_pressure_plate raw_id=237 class=net.minecraft.world.level.block.PressurePlateBlock
minecraft:acacia_sapling raw_id=27 class=net.minecraft.world.level.block.SaplingBlock
minecraft:acacia_sign raw_id=189 class=net.minecraft.world.level.block.StandingSignBlock
